image_ids,grapheme_root,vowel_diacritics,consonant_diacritics
বাঁকুড়া_059,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_060,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_061,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_062,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_063,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_064,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_065,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_066,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_067,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_068,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_069,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_070,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_071,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_072,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_073,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_074,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_075,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_076,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_077,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_078,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_079,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_080,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_081,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_082,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_083,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_084,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_085,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_086,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_087,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_088,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_089,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_090,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_091,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_092,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_093,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_094,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_095,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_096,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_097,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_098,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_099,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_100,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বারাসাত_001,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_002,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_003,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_004,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_005,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_006,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_007,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_008,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_009,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_010,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_011,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_012,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_013,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_014,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_015,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_016,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_017,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_018,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_019,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_020,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_021,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_022,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_023,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_024,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_025,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_026,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_027,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_028,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_029,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_030,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_031,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_032,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_033,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_034,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_035,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_036,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_037,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_038,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_039,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_040,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_041,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_042,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_043,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_044,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_045,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_046,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_047,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_048,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_049,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_050,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_051,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_052,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_053,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_054,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_055,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_056,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_057,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_058,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_059,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_060,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_061,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_062,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_063,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_064,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_065,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_066,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_067,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_068,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_069,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_070,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_071,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_072,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_073,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_074,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_075,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_076,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_077,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_078,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_079,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_080,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_081,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_082,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_083,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_084,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_085,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_086,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_087,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_088,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_089,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_090,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_091,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_092,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_093,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_094,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_095,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_096,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_097,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_098,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_099,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বারাসাত_100,"[117, 133, 157, 74]","[1, 1, 1, 0]","[0, 0, 0, 0]"
বালুরঘাট_001,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_002,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_003,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_004,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_005,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_006,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_007,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_008,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_009,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_010,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_011,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_012,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_013,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_014,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_015,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_016,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_017,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_018,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_019,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_020,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_021,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_022,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_023,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_024,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_025,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_026,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_027,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_028,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_029,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_030,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_031,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_032,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_033,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_034,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_035,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_036,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_037,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_038,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_039,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_040,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_041,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_042,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_043,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_044,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_045,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_046,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_047,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_048,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_049,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_050,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_051,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_052,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_053,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_054,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_055,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_056,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_057,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_058,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_059,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_060,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_061,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_062,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_063,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_064,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_065,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_066,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_067,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_068,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_069,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_070,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_071,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_072,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_073,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_074,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_075,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_076,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_077,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_078,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_079,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_080,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_081,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_082,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_083,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_084,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_085,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_086,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_087,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_088,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_089,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_090,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_091,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_092,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_093,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_094,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_095,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_096,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_097,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_098,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_099,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
বালুরঘাট_100,"[117, 134, 133, 39, 63]","[1, 4, 0, 1, 0]","[0, 0, 0, 0, 0]"
ব্যারাকপুর_001,"[117, 133, 23, 106, 133]","[1, 1, 0, 4, 0]","[4, 0, 0, 0, 0]"
ব্যারাকপুর_002,"[117, 133, 23, 106, 133]","[1, 1, 0, 4, 0]","[4, 0, 0, 0, 0]"
ব্যারাকপুর_003,"[117, 133, 23, 106, 133]","[1, 1, 0, 4, 0]","[4, 0, 0, 0, 0]"
ব্যারাকপুর_004,"[117, 133, 23, 106, 133]","[1, 1, 0, 4, 0]","[4, 0, 0, 0, 0]"
ব্যারাকপুর_005,"[117, 133, 23, 106, 133]","[1, 1, 0, 4, 0]","[4, 0, 0, 0, 0]"
ব্যারাকপুর_006,"[117, 133, 23, 106, 133]","[1, 1, 0, 4, 0]","[4, 0, 0, 0, 0]"
ব্যারাকপুর_007,"[117, 133, 23, 106, 133]","[1, 1, 0, 4, 0]","[4, 0, 0, 0, 0]"
ব্যারাকপুর_008,"[117, 133, 23, 106, 133]","[1, 1, 0, 4, 0]","[4, 0, 0, 0, 0]"
ব্যারাকপুর_009,"[117, 133, 23, 106, 133]","[1, 1, 0, 4, 0]","[4, 0, 0, 0, 0]"
ব্যারাকপুর_010,"[117, 133, 23, 106, 133]","[1, 1, 0, 4, 0]","[4, 0, 0, 0, 0]"
ব্যারাকপুর_011,"[117, 133, 23, 106, 133]","[1, 1, 0, 4, 0]","[4, 0, 0, 0, 0]"
ব্যারাকপুর_012,"[117, 133, 23, 106, 133]","[1, 1, 0, 4, 0]","[4, 0, 0, 0, 0]"
ব্যারাকপুর_013,"[117, 133, 23, 106, 133]","[1, 1, 0, 4, 0]","[4, 0, 0, 0, 0]"
ব্যারাকপুর_014,"[117, 133, 23, 106, 133]","[1, 1, 0, 4, 0]","[4, 0, 0, 0, 0]"
ব্যারাকপুর_015,"[117, 133, 23, 106, 133]","[1, 1, 0, 4, 0]","[4, 0, 0, 0, 0]"
ব্যারাকপুর_016,"[117, 133, 23, 106, 133]","[1, 1, 0, 4, 0]","[4, 0, 0, 0, 0]"
